subset,gene,logFC,pct_AML,pct_HBM
GZMB NK,NDUFS5,0.06792858,0.2591743119266055,0.2143698468786808
GZMB NK,MACF1,0.09191966,0.5435779816513762,0.5041224970553593
GZMB NK,PABPC4,-0.030273557,0.07339449541284404,0.08833922261484099
GZMB NK,PPIE,-0.03250684,0.13073394495412843,0.13663133097762073
GZMB NK,CAP1,0.002027154,0.5229357798165137,0.5005889281507656
GZMB NK,PPT1,0.07351327,0.11009174311926606,0.06595995288574794
GZMB NK,RLF,0.017969579,0.11009174311926606,0.09305064782096584
GZMB NK,ZMPSTE24,-0.027180433,0.05504587155963303,0.0706713780918728
GZMB NK,SMAP2,-0.117643535,0.26146788990825687,0.3003533568904594
GZMB NK,NFYC,0.033283398,0.10321100917431193,0.0800942285041225
GZMB NK,CITED4,-0.008837253,0.020642201834862386,0.023557126030624265
GZMB NK,CTPS1,0.03590414,0.06192660550458716,0.03769140164899882
GZMB NK,HIVEP3,0.0042298436,0.08486238532110092,0.07538280329799764
GZMB NK,FOXJ3,0.050817132,0.08944954128440367,0.06007067137809187
GZMB NK,PPCS,-0.011808991,0.19724770642201836,0.18374558303886926
GZMB NK,PPIH,-0.013822466,0.11926605504587157,0.11307420494699646
GZMB NK,YBX1,0.07572758,0.6192660550458715,0.5771495877502945
GZMB NK,P3H1,0.036048763,0.06880733944954129,0.04240282685512368
GZMB NK,C1orf50,0.002751626,0.052752293577981654,0.04711425206124853
GZMB NK,SVBP,-0.029068463,0.034403669724770644,0.048292108362779744
GZMB NK,SLC2A1,0.016960785,0.06422018348623854,0.05182567726737338
GZMB NK,EBNA1BP2,0.03352815,0.0963302752293578,0.06713780918727916
GZMB NK,ELOVL1,0.0023629665,0.1811926605504587,0.1696113074204947
GZMB NK,MED8,-0.0037202463,0.05963302752293578,0.05771495877502945
GZMB NK,SZT2,0.006755553,0.06422018348623854,0.053003533568904596
GZMB NK,HYI,-0.026155613,0.016055045871559634,0.028268551236749116
GZMB NK,KDM4A,0.019428983,0.08027522935779817,0.06831566548881036
GZMB NK,ST3GAL3,0.016457804,0.027522935779816515,0.016489988221436984
GZMB NK,DPH2,-0.043002054,0.02522935779816514,0.045936395759717315
GZMB NK,ATP6V0B,-0.05789575,0.2591743119266055,0.2661955241460542
GZMB NK,DMAP1,-0.0073305666,0.08486238532110092,0.08244994110718493
GZMB NK,ERI3,0.012857825,0.08486238532110092,0.06713780918727916
GZMB NK,RNF220,-0.03527969,0.19036697247706422,0.1872791519434629
GZMB NK,ARMH1,0.030153185,0.01834862385321101,0.004711425206124852
GZMB NK,PLK3,0.050969932,0.03669724770642202,0.007067137809187279
GZMB NK,EIF2B3,0.026318043,0.06880733944954129,0.048292108362779744
GZMB NK,HECTD3,-0.022737972,0.04357798165137615,0.05653710247349823
GZMB NK,UROD,0.017652392,0.0963302752293578,0.0800942285041225
GZMB NK,MUTYH,-0.024119243,0.04357798165137615,0.053003533568904596
GZMB NK,TOE1,0.0035998523,0.0389908256880734,0.0353356890459364
GZMB NK,PRDX1,0.09423028,0.16743119266055045,0.10365135453474676
GZMB NK,AKR1A1,0.004519105,0.12155963302752294,0.10954063604240283
GZMB NK,NASP,0.031764,0.1720183486238532,0.14840989399293286
GZMB NK,GPBP1L1,0.027999923,0.10779816513761468,0.08362779740871613
GZMB NK,TMEM69,0.018301632,0.04128440366972477,0.02591283863368669
GZMB NK,POMGNT1,0.0017085522,0.06192660550458716,0.05182567726737338
GZMB NK,LRRC41,-0.014248125,0.06651376146788991,0.0706713780918728
GZMB NK,UQCRH,0.11867422,0.3211009174311927,0.2591283863368669
GZMB NK,NSUN4,-0.009715252,0.02522935779816514,0.02591283863368669
GZMB NK,MKNK1,0.020485722,0.052752293577981654,0.03769140164899882
GZMB NK,ATPAF1,-0.033926025,0.06192660550458716,0.06949352179034157
GZMB NK,EFCAB14,0.0840202,0.22935779816513763,0.17550058892815076
GZMB NK,CMPK1,-0.069970995,0.19495412844036697,0.21908127208480566
GZMB NK,FAF1,0.037042767,0.12614678899082568,0.10011778563015312
GZMB NK,RNF11,0.03428936,0.11009174311926606,0.0800942285041225
GZMB NK,EPS15,0.14730605,0.22247706422018348,0.13898704358068315
GZMB NK,OSBPL9,0.010819808,0.08486238532110092,0.071849234393404
GZMB NK,NRDC,0.10086772,0.24311926605504589,0.1872791519434629
GZMB NK,TXNDC12,0.049992993,0.1559633027522936,0.11189634864546526
GZMB NK,BTF3L4,0.037284084,0.09403669724770643,0.0624263839811543
GZMB NK,CC2D1B,-0.024528764,0.06192660550458716,0.06949352179034157
GZMB NK,PRPF38A,0.045913145,0.13302752293577982,0.10600706713780919
GZMB NK,TUT4,0.07419789,0.16055045871559634,0.1248527679623086
GZMB NK,GPX7,-0.024719175,0.03211009174311927,0.04240282685512368
GZMB NK,SHISAL2A,0.044626653,0.06880733944954129,0.038869257950530034
GZMB NK,ZYG11B,0.042928603,0.05045871559633028,0.02944640753828033
GZMB NK,ECHDC2,0.014854915,0.06880733944954129,0.0624263839811543
GZMB NK,SCP2,-0.002595842,0.2958715596330275,0.27208480565371024
GZMB NK,CZIB,-0.071698174,0.10779816513761468,0.1330977620730271
GZMB NK,MAGOH,0.041375875,0.18807339449541285,0.14958775029446408
GZMB NK,YIPF1,0.01172746,0.045871559633027525,0.03415783274440518
GZMB NK,HSPB11,0.08262536,0.1559633027522936,0.10011778563015312
GZMB NK,TMEM59,-0.0965966,0.3669724770642202,0.392226148409894
GZMB NK,MRPL37,-0.006249383,0.08486238532110092,0.0812720848056537
GZMB NK,SSBP3,-0.05642292,0.19495412844036697,0.21083627797408716
GZMB NK,USP24,0.005198002,0.16972477064220184,0.16136631330977622
GZMB NK,OMA1,0.019933552,0.05733944954128441,0.04004711425206125
GZMB NK,MYSM1,0.005341798,0.0871559633027523,0.07302709069493522
GZMB NK,JUN,0.9582484,0.7889908256880734,0.5783274440518257
GZMB NK,HOOK1,-0.007935071,0.0022935779816513763,0.007067137809187279
GZMB NK,TM2D1,0.037493378,0.12155963302752294,0.0895170789163722
GZMB NK,PATJ,0.020585023,0.020642201834862386,0.01060070671378092
GZMB NK,USP1,-0.04973574,0.08944954128440367,0.10954063604240283
GZMB NK,ALG6,0.0044595227,0.04357798165137615,0.03769140164899882
GZMB NK,ITGB3BP,-0.011405189,0.020642201834862386,0.024734982332155476
GZMB NK,PGM1,-0.027398616,0.0871559633027523,0.09187279151943463
GZMB NK,JAK1,-0.57290626,0.7293577981651376,0.8527679623085983
GZMB NK,LEPROT,-0.009877749,0.052752293577981654,0.05418138987043581
GZMB NK,PDE4B,0.079656094,0.0481651376146789,0.007067137809187279
GZMB NK,MIER1,0.07639015,0.19495412844036697,0.1425206124852768
GZMB NK,SLC35D1,0.019795768,0.05045871559633028,0.03769140164899882
GZMB NK,SERBP1,0.009296894,0.41743119266055045,0.4075382803297998
GZMB NK,GADD45A,-0.004001625,0.05045871559633028,0.050647820965842166
GZMB NK,LRRC40,0.02756441,0.034403669724770644,0.020023557126030624
GZMB NK,SRSF11,0.20426661,0.518348623853211,0.39693757361601884
GZMB NK,ANKRD13C,0.027033798,0.08027522935779817,0.061248527679623084
GZMB NK,ZRANB2,0.07252851,0.18807339449541285,0.14016489988221437
GZMB NK,CRYZ,0.03149835,0.07110091743119266,0.048292108362779744
GZMB NK,TYW3,0.015484631,0.052752293577981654,0.038869257950530034
GZMB NK,ACADM,0.035032496,0.07339449541284404,0.05182567726737338
