"term","NES","padj","size"
"positive regulation of catalytic activity",1.17464143910762,0.3000299000299,169
"positive regulation of organelle organization",1.14937057542074,0.3000299000299,279
"regulation of cell size",1.25422563745284,0.3000299000299,77
"positive regulation of mrna metabolic process",1.22726172460479,0.303439750910568,105
"vascular endothelial growth factor signaling pathway",-1.55609475120795,0.304174207220544,12
"negative regulation of chromosome organization",1.28181363053908,0.305092959904324,53
"sexual reproduction",1.136859327338,0.306644260132632,350
"response to amine",1.35896888682027,0.306921311917938,17
"inclusion body assembly",1.3572132161969,0.307549253048865,19
"regulation of t helper 17 cell differentiation",1.36247693812464,0.307549253048865,20
"response to electrical stimulus",1.41665720587543,0.307549253048865,11
"positive regulation of actin filament bundle assembly",1.32142624813844,0.30845935449516,28
"positive regulation of transferase activity",1.24090841659743,0.30845935449516,87
"regulation of cell junction assembly",1.24794497258348,0.30845935449516,82
"regulation of dna templated dna replication",1.35873488872959,0.30845935449516,18
"protein localization to nuclear envelope",1.40697819979779,0.309615033752965,12
"cellular response to nutrient levels",1.19028866529219,0.310590173185593,148
"positive regulation of mrna processing",1.35801329982227,0.310590173185593,24
"response to xenobiotic stimulus",1.18935826618922,0.310590173185593,149
"cell matrix adhesion",1.23485425593716,0.310622259570184,85
"negative regulation of establishment of protein localization",1.26433690623436,0.310622259570184,64
"regulation of t helper 17 cell lineage commitment",1.40808134543033,0.310622259570184,10
"cellular response to peptide hormone stimulus",1.17204011019882,0.311745570056259,166
"negative regulation of cell activation",1.23453014156674,0.311745570056259,91
"regulation of microtubule cytoskeleton organization",1.23359095869573,0.311745570056259,91
"regulation of t helper 17 type immune response",1.34015368607645,0.311745570056259,25
"stem cell proliferation",1.29149096281739,0.311745570056259,38
"synapse organization",1.18642876572581,0.311745570056259,154
"negative regulation of nf kappab transcription factor activity",1.31863476300993,0.312548202548548,33
"tyrosine phosphorylation of stat protein",1.4041704745568,0.312548202548548,10
"erythrocyte homeostasis",1.21921261914702,0.314337922403004,99
"modification dependent macromolecule catabolic process",1.11140997265434,0.314337922403004,456
"regulation of nucleotide excision repair",1.33503923088456,0.314532603069069,22
"response to x ray",1.36277653707571,0.314532603069069,15
"sex chromosome dosage compensation",1.34857980051737,0.315749486387658,19
"regulation of endoplasmic reticulum unfolded protein response",1.30714905095381,0.316132637853949,30
"maintenance of protein location",1.27704204283172,0.318119899521352,44
"positive regulation of cd4 positive alpha beta t cell activation",1.31148006892893,0.318119899521352,32
"positive regulation of dna replication",1.34824649611759,0.318151408337667,19
"production of molecular mediator involved in inflammatory response",1.27938365678991,0.318151408337667,52
"animal organ regeneration",1.3340587429749,0.319134120804278,26
"androgen receptor signaling pathway",1.29489788893785,0.319299860890377,34
"regulation of membrane protein ectodomain proteolysis",1.37764585705492,0.319299860890377,13
"regulation of spindle assembly",1.33360261504034,0.319299860890377,22
"cellular response to oxygen radical",1.40212465086946,0.319993094839721,10
"intrinsic apoptotic signaling pathway in response to oxidative stress",1.28272535493902,0.319993094839721,41
"negative regulation of viral transcription",1.39597506402404,0.319993094839721,12
"polyamine metabolic process",1.39587669554233,0.319993094839721,12
"protein homotetramerization",1.31298152122342,0.320604860649296,28
"positive regulation of nucleocytoplasmic transport",1.26966597905688,0.322454791329411,43
"plasma lipoprotein particle clearance",1.37051016706766,0.323202675766778,14
"regulation of phosphorylation",1.15471574706675,0.323202675766778,226
"cytoplasmic microtubule organization",1.2884041296373,0.32603707777021,40
"mitochondrial electron transport nadh to ubiquinone",1.27756122999697,0.32603707777021,41
"establishment of lymphocyte polarity",1.3898769982453,0.326205222190624,12
"nucleotide binding domain leucine rich repeat containing receptor signaling pathway",1.3486302215329,0.326478331308222,18
"amino acid transmembrane transport",1.29192701997435,0.326570446735395,35
"homeostasis of number of cells within a tissue",1.32889805914228,0.326570446735395,22
"adenylate cyclase modulating g protein coupled receptor signaling pathway",1.26772111394649,0.327199941192704,52
"regulation of vasculature development",1.20718707124804,0.327199941192704,107
"ribose phosphate metabolic process",1.1555911369994,0.327199941192704,219
"signal transduction in response to dna damage",1.19189760544656,0.327199941192704,122
"positive regulation of dna binding transcription factor activity",1.23258121804167,0.327459990110593,71
"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress",1.26350654988662,0.329042163980596,48
"response to insulin",1.18914987638944,0.330095385383847,143
"cell surface receptor signaling pathway via stat",1.2472521679566,0.330690191908427,65
"cellular hyperosmotic response",1.35474174573528,0.332228378762153,15
"regulation of mitotic nuclear division",1.27171941068127,0.332228378762153,42
"cellular response to topologically incorrect protein",1.21725951196976,0.33552409038719,86
"cell junction organization",1.1473382910857,0.33552409038719,235
"cilium or flagellum dependent cell motility",1.32562561102288,0.33552409038719,25
"dna recombination",1.15175725059402,0.33552409038719,197
"endocardial cushion development",-1.41048598698857,0.33552409038719,15
"endosome to lysosome transport via multivesicular body sorting pathway",1.35083674420978,0.33552409038719,15
"epiboly",1.34122984527829,0.33552409038719,19
"glomerulus development",1.33273324607643,0.33552409038719,16
"lymphoid progenitor cell differentiation",1.36679092927262,0.33552409038719,14
"monoatomic cation transmembrane transport",1.13185333452253,0.33552409038719,306
"monoatomic ion transmembrane transport",1.12689826266034,0.33552409038719,341
"nadh metabolic process",1.32183051437566,0.33552409038719,22
"negative regulation of gene expression epigenetic",1.19683982539655,0.33552409038719,114
"negative regulation of intrinsic apoptotic signaling pathway in response to dna damage by p53 class mediator",1.39139852568138,0.33552409038719,10
"positive regulation of double strand break repair",1.22961976764015,0.33552409038719,75
"positive regulation of mirna transcription",1.32279394924477,0.33552409038719,26
"positive regulation of transcription by rna polymerase iii",1.35026515686483,0.33552409038719,15
"positive regulation of t cell mediated cytotoxicity",-1.41045936092911,0.33552409038719,15
"purine containing compound catabolic process",1.21788171592536,0.33552409038719,86
"regulation of actin nucleation",1.33654176203408,0.33552409038719,24
"regulation of establishment of protein localization to mitochondrion",1.28038961221318,0.33552409038719,39
"regulation of keratinocyte differentiation",1.36802565454661,0.33552409038719,14
"regulation of nuclear transcribed mrna catabolic process nonsense mediated decay",1.39198602596681,0.33552409038719,11
"regulation of striated muscle contraction",1.29193710906878,0.33552409038719,29
"response to protozoan",1.35098031786157,0.33552409038719,15
"toll like receptor signaling pathway",1.26312582028597,0.33552409038719,43
"wnt signaling pathway planar cell polarity pathway",1.36512301635062,0.33552409038719,14
"adult locomotory behavior",1.2954622248918,0.336122028542574,31
"cellular response to retinoic acid",1.33287739570053,0.336122028542574,19
"cell division",1.1279407648907,0.336122028542574,338
"central nervous system neuron differentiation",1.24834373861466,0.336122028542574,64
"gamma delta t cell differentiation",1.38745837716371,0.336122028542574,11
"negative regulation of catabolic process",1.14459370301952,0.336122028542574,228
"positive regulation of small molecule metabolic process",1.2305624679098,0.336122028542574,70
"regulation of cell shape",1.24828504131459,0.336122028542574,59
"regulation of superoxide anion generation",-1.27536081931188,0.336122028542574,13
"epithelium development",1.11653103149927,0.336139447360602,385
"negative regulation of receptor signaling pathway via jak stat",1.34376971887024,0.336139447360602,15
"nuclear transcribed mrna catabolic process nonsense mediated decay",1.28034097969177,0.336139447360602,35
"positive regulation of blood circulation",1.38920787387153,0.336139447360602,10
"positive regulation of endothelial cell apoptotic process",1.34238569890915,0.336139447360602,15
"random inactivation of x chromosome",1.37749144811117,0.336139447360602,12
"regulation of immune effector process",1.15235908644564,0.336139447360602,207
"clathrin dependent endocytosis",1.28979502334592,0.336235431235431,29
"pyroptotic inflammatory response",1.32490517273701,0.336235431235431,24
"lamellipodium morphogenesis",1.38289953648173,0.33719390885134,10
"protein transmembrane import into intracellular organelle",1.28731800959539,0.337343772031409,33
"regulation of amyloid beta clearance",1.38216062228564,0.341848804730472,11
"regulation of organic acid transport",1.32086413413964,0.342589627567003,24
"cerebellar purkinje cell layer development",1.37171342430227,0.343711718570794,12
"programmed cell death involved in cell development",1.37942109073806,0.343711718570794,10
"spliceosomal snrnp assembly",1.28718026593924,0.343711718570794,31
"cellular response to unfolded protein",1.22530779582002,0.34433081730379,74
"leukocyte activation involved in inflammatory response",1.31839431572856,0.344578466153269,24
"anatomical structure formation involved in morphogenesis",1.11368587711811,0.344918699186992,382
"antiviral innate immune response",1.27074029231956,0.344918699186992,38
"immunoglobulin production",1.2332397774935,0.344918699186992,68
"mesenchyme development",1.21710611102909,0.344918699186992,90
"negative regulation of protein import into nucleus",1.37914679994841,0.344918699186992,11
"negative regulation of reproductive process",1.32802374407863,0.344918699186992,18
"negative t cell selection",1.37763100506182,0.344918699186992,10
"neuron migration",1.24789870493668,0.344918699186992,57
"positive regulation of t helper 17 type immune response",1.38053784055959,0.344918699186992,11
"regeneration",1.23007952545255,0.344918699186992,66
"regulation of intracellular steroid hormone receptor signaling pathway",1.25386528053143,0.344918699186992,53
"regulation of protein export from nucleus",1.31312960651812,0.344918699186992,25
"response to ethanol",1.26210879785646,0.344918699186992,46
"body morphogenesis",1.32382060938156,0.345797249108507,20
"negative regulation of t helper cell differentiation",1.35865823304398,0.345797249108507,13
"regulation of mitotic sister chromatid segregation",1.31614247918092,0.345797249108507,24
"steroid hormone receptor signaling pathway",1.20580035155404,0.345797249108507,85
"regulation of mitotic spindle assembly",1.32637594474047,0.34691519661889,18
"b cell activation",1.16082609672428,0.347276071945676,167
"mitochondrial membrane organization",1.20382457410868,0.347588512605014,87
"cellular response to radiation",1.19670666878288,0.349425833531322,101
"l glutamate import",1.35263521300767,0.349425833531322,14
"myeloid cell homeostasis",1.18687740473313,0.349425833531322,118
"negative regulation of cell development",1.19793582352282,0.349425833531322,100
"negative regulation of chromosome segregation",1.31898994810441,0.349425833531322,20
"positive regulation of wnt signaling pathway",1.23355229865687,0.349425833531322,65
"neural precursor cell proliferation",1.24023748934148,0.349691341786359,58
"positive regulation of nf kappab transcription factor activity",1.25020637234413,0.351865105110729,54
"positive regulation of viral genome replication",1.30707487121552,0.351865105110729,26
"regulation of atp dependent activity",1.30364164374636,0.351865105110729,23
"regulation of mitochondrial translation",1.31371306858849,0.351865105110729,19
"regulation of translational initiation in response to stress",1.36612891889522,0.351865105110729,10
"regulation of viral transcription",1.32204460076589,0.353357221962895,16
"regulation of sterol transport",1.30024345502796,0.353426521058077,23
"negative regulation of peptide secretion",1.33298781465421,0.354461904302837,15
"myeloid leukocyte differentiation",1.17933773586776,0.354760775862069,122
"regulation of system process",1.1701564157036,0.354760775862069,150
"renal system development",1.19879612640325,0.354760775862069,90
"response to metal ion",1.17628014387601,0.354760775862069,142
"negative regulation of notch signaling pathway",1.315215297759,0.358402256407461,16
"cell cell adhesion mediated by integrin",1.36561681745864,0.358446727143365,11
"cell surface receptor protein serine threonine kinase signaling pathway",1.1688831707941,0.358446727143365,149
"dendritic spine morphogenesis",1.3193527242871,0.358446727143365,18
"endocrine hormone secretion",-1.32143891911268,0.358446727143365,14
"osteoblast proliferation",1.36170920019172,0.358446727143365,11
"phosphorylation",1.1071460315398,0.358446727143365,406
"regulation of protein complex stability",1.35818709928109,0.358446727143365,12
"response to tumor necrosis factor",1.18245304965949,0.358446727143365,127
"nucleoside diphosphate catabolic process",1.23878984827647,0.358573925738105,61
"nucleotide biosynthetic process",1.17624800947227,0.360703126660573,135
"protein complex oligomerization",1.17999061397538,0.360703126660573,118
"negative regulation of developmental process",1.11615462323038,0.367136048664711,342
"protein containing complex disassembly",1.15316125015588,0.367136048664711,170
"ventricular system development",1.34653417241157,0.370042647349116,12
"antigen processing and presentation",1.23021616622913,0.371726082735945,58
"morphogenesis of an endothelium",1.35204277557725,0.371726082735945,10
"negative regulation of extrinsic apoptotic signaling pathway via death domain receptors",1.32434856739083,0.371726082735945,15
"positive regulation of dna repair",1.18211627046125,0.371726082735945,104
"regulation of extrinsic apoptotic signaling pathway in absence of ligand",1.30690774849122,0.371726082735945,19
"regulation of receptor recycling",1.32331448548124,0.371726082735945,15
"mirna mediated gene silencing by inhibition of translation",1.33878414817566,0.371829681499887,13
"protein import into mitochondrial matrix",1.30444914949328,0.373529908522798,19
"face development",1.29145781867013,0.373571863603343,25
"response to transforming growth factor beta",1.17354436220391,0.373571863603343,128
"transcription by rna polymerase iii",1.24350490997203,0.376186766484891,48
"establishment of protein localization to mitochondrial membrane",1.27624627960828,0.377151405064644,31
"positive regulation of protein import into nucleus",1.28884764761576,0.378578997601812,27
"regulation of nuclear division",1.24262342480118,0.378578997601812,48
"amine metabolic process",1.27488602898867,0.379189632057202,31
"negative regulation of supramolecular fiber organization",1.19798188095284,0.379189632057202,76
"intrinsic apoptotic signaling pathway in response to dna damage by p53 class mediator",1.26237836310161,0.380638359912971,33
"negative regulation of protein modification process",1.17115344490987,0.380638359912971,133
"regulation of transcription by rna polymerase i",1.25618126382338,0.380638359912971,35
"response to corticosteroid",1.23359204409137,0.380638359912971,62
"transcription by rna polymerase i",1.23588024211131,0.380638359912971,51
"translational termination",1.34032596792949,0.380638359912971,12
"gland development",1.1590344617992,0.382570837642192,159
"regulation of cell cycle g1 s phase transition",1.18077158824999,0.382570837642192,103
"homeostasis of number of cells",1.13622434271551,0.384502095842302,208
"positive regulation of cell cycle",1.16179191357747,0.384502095842302,147
"recombinational repair",1.16804061810615,0.384502095842302,123
"positive regulation of mrna catabolic process",1.19366812496024,0.384875091363248,83
"signal transduction involved in regulation of gene expression",1.34862213239061,0.386291208055489,11
"regulation of arp2 3 complex mediated actin nucleation",1.2936201205103,0.386372002664062,20
"monosaccharide catabolic process",1.28352178448536,0.388734265654171,26
"positive regulation of growth",1.18515012819148,0.388734265654171,94
"positive regulation of protein serine threonine kinase activity",1.26708086177804,0.388734265654171,32
"regulation of intracellular protein transport",1.1773229106485,0.388734265654171,99
"regulation of membrane potential",1.1683247874528,0.388734265654171,116
"response to osmotic stress",1.23438967889397,0.388734265654171,52
"positive regulation of notch signaling pathway",1.29925416840134,0.389617346938776,18
"negative regulation of adaptive immune response",1.25048674687869,0.39016177305383,37
"response to radiation",1.12821811409824,0.39016177305383,225
"metencephalon development",1.23705421683919,0.390211053625688,41
"torc1 signaling",1.19089965550065,0.390211053625688,83
"chemokine c x c motif ligand 2 production",1.34319252819681,0.390704417869769,11
"glial cell activation",1.28401189901469,0.390704417869769,25
"negative regulation of post transcriptional gene silencing",1.34403974773217,0.390704417869769,11
"negative regulation of protein polymerization",1.25029123709539,0.390704417869769,36
"neuron projection regeneration",1.3080079158394,0.390704417869769,17
"positive regulation of blood vessel endothelial cell migration",1.26492374734859,0.390704417869769,30
"regulation of digestive system process",1.34427422194194,0.390704417869769,11
"adrenergic receptor signaling pathway",1.33260522771033,0.390814768126833,14
"import across plasma membrane",1.22526728450069,0.390814768126833,57
"negative regulation of nuclear division",1.29074178910216,0.390814768126833,22
"cell morphogenesis",1.10917670661236,0.391560028935618,343
"regulation of heart rate",1.28712406673793,0.391560028935618,20
"respiratory burst",1.30738664829285,0.39169810687292,17
"mirna processing",1.26159979930035,0.391733518004408,32
"b cell proliferation",1.23185075422399,0.393071673558033,47
"chaperone mediated autophagy",1.33839659103614,0.393071673558033,11
"l amino acid transport",1.25532227233998,0.393071673558033,34
"mrna transcription",1.24118146301467,0.393071673558033,39
"negative regulation of immune effector process",1.22826653116664,0.393071673558033,62
"regulation of cardiac muscle contraction",1.27931881997778,0.393071673558033,26
"regulation of stress activated protein kinase signaling cascade",1.28804099745998,0.393071673558033,22
"regulation of type 2 immune response",-1.28374191906667,0.393071673558033,14
"regulation of viral entry into host cell",1.31103521410953,0.393071673558033,15
"ribose phosphate biosynthetic process",1.16347323768485,0.393071673558033,118
"negative regulation of dna damage response signal transduction by p53 class mediator",1.33794821076003,0.393236223665493,10
"positive regulation of protein ubiquitination",1.20175156219519,0.393236223665493,71
"regulation of protein k63 linked ubiquitination",1.33755260968121,0.393236223665493,11
"cellular response to insulin stimulus",1.16219138666306,0.393950467084815,119
"dendritic cell chemotaxis",1.33608649953117,0.393950467084815,10
"motor neuron apoptotic process",1.31721103240364,0.393950467084815,13
"negative regulation of lymphocyte apoptotic process",1.27023969173695,0.393950467084815,24
"protein targeting to mitochondrion",1.18260529125746,0.393950467084815,85
"regulation of cell fate commitment",1.27914713366421,0.393950467084815,23
"regulation of dna replication",1.19538287367017,0.393950467084815,72
"chromatin looping",1.32820768094017,0.394988802496163,14
"establishment of organelle localization",1.11740452066435,0.395571095571096,278
"hepaticobiliary system development",1.20226375058013,0.395974819089413,70
"negative regulation of t cell receptor signaling pathway",1.28057273021768,0.398397924344628,20
"reactive nitrogen species metabolic process",1.23053036655342,0.398397924344628,42
"cell cycle g1 s phase transition",1.15961172991594,0.399867189340874,135
"protein dephosphorylation",1.22598492211305,0.399867189340874,51
"regulation of inflammatory response",1.14048893757108,0.399867189340874,168
"entrainment of circadian clock by photoperiod",1.28084553425423,0.400116044006512,16
"positive regulation by symbiont of entry into host",1.31251719275374,0.400116044006512,13
"regulation of early endosome to late endosome transport",1.28290651155428,0.400116044006512,16
"cellular response to camp",1.28180276305147,0.400463967522273,22
"p body assembly",1.28184419946147,0.400463967522273,22
"transforming growth factor beta receptor signaling pathway",1.17215579125968,0.400827854316226,105
"vascular transport",1.25891501860155,0.401008762131705,24
"epithelial to mesenchymal transition",1.21484299504204,0.401255121461492,63
"response to uv b",1.33072136250709,0.401830886161587,10
"leukocyte chemotaxis",1.18021135419228,0.403358957413011,85
"negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator",1.31743609848147,0.405616134642171,14
"plasma membrane tubulation",1.31067361217452,0.406294408402842,13
"positive regulation of interleukin 10 production",1.268742966789,0.406294408402842,21
"regulation of neuron differentiation",1.22179910728549,0.406294408402842,55
"roof of mouth development",1.26701889227828,0.408797375438472,25
"cellular response to hormone stimulus",1.1025478948836,0.409626735180781,322
"regulation of cell matrix adhesion",1.22145862178853,0.409626735180781,51
"regulation of protein containing complex disassembly",1.19002851432766,0.40969787828491,79
"stress activated protein kinase signaling cascade",1.24873136846305,0.40969787828491,34
"acidic amino acid transport",1.28693445225713,0.41008734076708,19
"t cell differentiation in thymus",1.20752143848356,0.41008734076708,58
"regulation of cell cycle process",1.09634527402965,0.4104932246019,386
"regulation of protein catabolic process",1.12268718252214,0.4104932246019,226
"positive regulation of apoptotic signaling pathway",1.17514663311539,0.410923304256638,86
"astrocyte development",1.27415746510298,0.412153848051284,16
"muscle structure development",1.11750589848944,0.412153848051284,259
"tube development",1.0987905257753,0.412153848051284,364
"nucleoside phosphate catabolic process",1.16409799954345,0.412174573055028,100
"hippo signaling",1.2509803200759,0.412174774891241,24
"positive regulation of protein localization to nucleus",1.20302280310234,0.412174774891241,64
"protein neddylation",1.27420867753678,0.412174774891241,20
"skeletal muscle cell differentiation",1.25328738516841,0.412449365379422,31
"carbohydrate derivative catabolic process",1.15077410824564,0.412730623800566,140
"viral transcription",1.22556779760418,0.412730623800566,46
"glycolytic process through glucose 6 phosphate",1.29332756391908,0.413072907366155,15
"nuclear transcribed mrna poly a tail shortening",1.25862413166121,0.413072907366155,27
"regulation of lipopolysaccharide mediated signaling pathway",1.30660535492515,0.413072907366155,14
"positive regulation of organic acid transport",1.32492673018501,0.41477498396016,11
"pyrimidine nucleoside metabolic process",1.32438267668836,0.41477498396016,11
"3 utr mediated mrna stabilization",1.28195360947941,0.416279128556542,17
"cellular response to starvation",1.15891539350289,0.416279128556542,116
"organelle transport along microtubule",1.20545662505918,0.416721965411104,61
"animal organ morphogenesis",1.11731064883604,0.418280784635925,263
"regulation of neurogenesis",1.1501092279981,0.418280784635925,139
"cellular response to light stimulus",1.19887156118025,0.418550839240494,64
"regulation of insulin receptor signaling pathway",1.22378950216848,0.418550839240494,41
"regulation of nitric oxide metabolic process",1.2431306090766,0.418550839240494,34
"regulation of postsynapse assembly",1.27058575785481,0.418736096171122,20
"integrin mediated signaling pathway",1.21938203459095,0.419689454085576,48
"cellular response to xenobiotic stimulus",1.21218019742978,0.422083647744051,51
"mapk cascade",1.10146500664742,0.422083647744051,317
"cellular response to angiotensin",1.2783072677493,0.42209860594258,17
"defense response to gram negative bacterium",1.28288391765608,0.42209860594258,18
"modulation by symbiont of entry into host",1.27925054929422,0.42209860594258,17
"negative regulation of protein serine threonine kinase activity",1.25746585435558,0.42209860594258,25
"negative regulation of t cell mediated immunity",1.27866871089475,0.42209860594258,17
"positive regulation of cell cycle process",1.15687171782492,0.42209860594258,114
"vasoconstriction",1.28243512902241,0.42209860594258,18
"wnt signaling pathway",1.12590447714867,0.42209860594258,184
"modulation by host of viral genome replication",1.28073165734653,0.42281892057651,18
"release of cytochrome c from mitochondria",1.23975343927748,0.42281892057651,34
"cardiac conduction",1.25901206556728,0.423209740981822,23
"photoperiodism",1.27759002352651,0.423209740981822,17
"regulation of androgen receptor signaling pathway",1.25937173657013,0.423209740981822,23
"response to retinoic acid",1.23066862424699,0.423209740981822,36
"positive regulation of atp dependent activity",1.3001405773485,0.423523007750476,13
"regulation of cell substrate junction organization",1.23277175789295,0.423581850057944,33
"regulation of double strand break repair via homologous recombination",1.19735052990387,0.423581850057944,58
"vascular associated smooth muscle cell migration",1.3217454448259,0.423581850057944,11
"glucose metabolic process",1.15947609629421,0.423826173826174,109
"metaphase chromosome alignment",1.19840593969658,0.425138679484214,59
"platelet derived growth factor receptor signaling pathway",1.25042510113453,0.425697849214773,25
"muscle cell apoptotic process",1.22284423628254,0.426116202346041,43
"positive regulation of cytoskeleton organization",1.17082742984901,0.426116202346041,88
"negative regulation by host of viral transcription",1.30615645583233,0.427034061911446,12
"negative regulation of cytoskeleton organization",1.17796174366132,0.428139835211458,75
"regulation of chromosome segregation",1.17932382491625,0.428139835211458,74
"phagocytosis",1.15379267613741,0.429968582142495,114
"cell substrate junction organization",1.22154783586961,0.430380601372062,43
"sister chromatid cohesion",1.21884984529493,0.430860138455075,41
"locomotory behavior",1.18730588104315,0.431950435557289,69
"monocyte chemotaxis",1.29559611587283,0.431950435557289,14
"pyruvate metabolic process",1.18435337828397,0.431950435557289,72
"atp transport",1.31647194303832,0.432285331926909,11
"carbohydrate catabolic process",1.15821308461399,0.432285331926909,93
"cd8 positive alpha beta t cell differentiation",1.30058183653696,0.432285331926909,12
"cerebellar cortex morphogenesis",1.31620079358723,0.432285331926909,11
"phenol containing compound metabolic process",1.24207521990249,0.432285331926909,24
"protein k6 linked ubiquitination",1.31567531212337,0.432285331926909,11
"regulation of anatomical structure morphogenesis",1.09953164762018,0.432285331926909,299
"actin filament depolymerization",1.23670350719216,0.43362837511647,32
"modification of postsynaptic structure",1.28548798900697,0.434602389891053,15
"regulation of cell projection assembly",1.15468046790657,0.436325069032844,110
"liver morphogenesis",1.31391760828653,0.436743997941101,11
"nls bearing protein import into nucleus",1.31088055806424,0.436743997941101,11
"regulation of monocyte chemotaxis",1.30727813928251,0.436864461320633,10
"somatic diversification of immune receptors",1.20031837911681,0.439546600621097,56
"regulation of endothelial cell differentiation",1.25893768933353,0.439558088202171,16
"microtubule anchoring",1.28054467520194,0.44149593495935,15
"extrinsic apoptotic signaling pathway",1.14051332709189,0.442646163782931,124
"cellular response to nitrogen compound",1.09660812382518,0.445261925297418,296
"hyperosmotic response",1.25837453652353,0.446604496824761,19
"import into the mitochondrion",1.2116891542655,0.446604496824761,44
"long term memory",1.28880096295979,0.446604496824761,12
"male meiotic nuclear division",1.29089492123828,0.446604496824761,12
"mitotic cytokinesis",1.18705051964357,0.446604496824761,63
"negative regulation of dna metabolic process",1.17009156992263,0.446604496824761,76
"positive regulation of interleukin 12 production",1.26381858545718,0.446604496824761,18
"regulation of notch signaling pathway",1.21270496763388,0.446604496824761,41
"maintenance of protein localization in organelle",1.218985301367,0.446783703236714,35
"regulation of hippo signaling",1.2523547015073,0.448841198878852,22
"regulation of response to tumor cell",1.26435530944688,0.448841198878852,17
"rig i signaling pathway",1.25232979100627,0.448841198878852,22
"proteasomal protein catabolic process",1.08637662904339,0.44910703331756,388
"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",1.12681643426019,0.450500548402646,169
"entrainment of circadian clock",1.26055347728824,0.450500548402646,17
"gamete generation",1.10700794995045,0.450500548402646,254
"regulation of phosphorus metabolic process",1.09534890029813,0.450500548402646,300
"hindbrain development",1.19939308407677,0.451202634173827,52
"positive regulation of mapk cascade",1.13641477940057,0.452672981468793,157
"regulation of lymphocyte apoptotic process",1.20600631747463,0.454774093053228,40
"regulation of peroxisome proliferator activated receptor signaling pathway",-1.35232257772277,0.454871149706909,10
"positive regulation of response to tumor cell",1.29715582726568,0.455684992944107,10
"response to alkaloid",1.21753943458048,0.456356318280331,34
"cell projection morphogenesis",1.11465401141548,0.456598136876156,212
"response to interleukin 17",1.27506031155706,0.45836500059609,13
"endoplasmic reticulum to cytosol transport",1.22970391331126,0.458505976980847,24
"negative regulation of transport",1.11360086287702,0.458505976980847,187
"regulation of epithelial cell apoptotic process",1.24549242086271,0.460470388717811,22
"negative regulation of calcium ion transmembrane transport",1.24107103633203,0.461577829433228,20
"regulation of rig i signaling pathway",1.25630186013897,0.461577829433228,18
"regulation of lymphocyte chemotaxis",-1.27324508426826,0.464500560855229,15
"positive regulation of protein containing complex disassembly",1.22825852506213,0.466495286452953,25
"growth hormone receptor signaling pathway via jak stat",1.28725158387607,0.466565229345014,10
"membrane repolarization",1.28697672798316,0.466565229345014,10
"peptidyl serine modification",1.19001862962552,0.466565229345014,55
"learning",1.19683454763245,0.467754070396361,49
"regulation of proteolysis",1.11064888634613,0.468573486599238,217
"viral release from host cell",1.23737465168183,0.468573486599238,22
"protein dna complex disassembly",1.25137600061673,0.468895555380122,17
"anterior posterior pattern specification",1.19283846531382,0.469082566271388,52
"cotranslational protein targeting to membrane",1.25081129855851,0.46934761121724,19
"negative regulation of translational initiation",1.25141879846073,0.46934761121724,19
"endoderm development",1.21881282521798,0.469767599767051,32
"negative regulation of natural killer cell mediated immunity",-1.21903388223045,0.469767599767051,16
"positive regulation of autophagy of mitochondrion",1.24745556685305,0.471147146722312,19
"response to peptide hormone",1.10962875467168,0.471158849675474,214
"negative regulation of dna biosynthetic process",1.2291154225838,0.472840085084983,21
"organophosphate catabolic process",1.13726194660126,0.472840085084983,120
"positive regulation of cytokinesis",1.2287007362245,0.472840085084983,21
"regulation of biological process involved in symbiotic interaction",1.23318168803789,0.474227293338536,20
"srp dependent cotranslational protein targeting to membrane",1.26239440281361,0.474227293338536,14
"cell cycle dna replication",1.24761940769943,0.474884132668552,17
"regulation of atp biosynthetic process",1.27570844465294,0.474884132668552,12
"regulation of gene silencing by regulatory ncrna",1.22648876079856,0.474884132668552,21
"regulation of jnk cascade",1.166325434253,0.474884132668552,74
"regulation of leukocyte apoptotic process",1.1836225944829,0.474884132668552,56
"regulation of nucleotide biosynthetic process",1.27570844465294,0.474884132668552,12
"snrna transcription by rna polymerase ii",-1.29559055765416,0.474884132668552,12
"termination of rna polymerase ii transcription",1.2794615097668,0.474884132668552,11
"positive regulation of phagocytosis",1.2052030661379,0.475085218067526,29
"exploration behavior",1.26651235234885,0.475128610858225,13
"regulation of stem cell proliferation",1.22047556290689,0.475260978289338,25
"phagocytosis engulfment",1.21987367334511,0.476812755871579,24
"morphogenesis of an epithelial sheet",1.21114600484755,0.477391674282021,28
"respiratory system process",1.23096667534574,0.477500104214432,20
"protein localization to chromatin",1.20146225821913,0.47804130652852,30
"regulation of wound healing",1.21066049655408,0.478104077984213,32
"positive regulation of stem cell population maintenance",1.19653952820901,0.478162051142777,38
"regulation of toll like receptor signaling pathway",1.22777867133939,0.478368723444603,23
"visual behavior",1.22770310448952,0.478368723444603,23
"phenol containing compound biosynthetic process",1.27720491764063,0.479345546989016,11
"positive regulation of cell matrix adhesion",1.22178128289146,0.479532053576475,26
"interleukin 4 production",1.22432266079916,0.479870337003095,21
"negative regulation of neuron differentiation",1.22683937397461,0.479870337003095,23
